OrderID,OrderDate,CustomerID,ProductID,Quantity,ProductName,Category,UnitCost,UnitPrice,Region,DiscountPct,Revenue,DiscountAmount,NetRevenue,Cost,Profit,ProfitMarginPct,OrderStatus,DeliveryDays,OnTime,Returned
50025,2025-08-13,1004,2017,9,Beef Mince 1kg,Fresh Produce,100,159.99,Free State,0.15,1439.91,215.9865,1223.9235,900,323.9235000000001,26.465992359816614,Cancelled,3.0,Yes,No
50026,2025-08-22,1037,2017,7,Beef Mince 1kg,Fresh Produce,100,159.99,KwaZulu-Natal,0.03,1119.93,33.5979,1086.3321,700,386.3321000000001,35.562982995715586,Completed,2.0,Yes,No
50027,2026-01-09,1021,2012,6,Dishwashing Liquid,Cleaning,45,69.99,Western Cape,0.03,419.93999999999994,12.598199999999999,407.3417999999999,270,137.34179999999992,33.716598689356196,Completed,6.0,No,No
50028,2026-04-17,1014,2015,7,Cheese 500g,Dairy,55,84.99,Western Cape,0.05,594.93,29.746499999999997,565.1835,385,180.18349999999998,31.880530836445153,Pending,2.0,Yes,No
50029,2025-08-21,1031,2015,1,Cheese 500g,Dairy,55,84.99,KwaZulu-Natal,0.08,84.99,6.7992,78.1908,55,23.190799999999996,29.659243798503145,Pending,6.0,No,No
50030,2025-04-23,1048,2006,1,Chocolate Bar,Snacks,9,17.99,Free State,0.08,17.99,1.4391999999999998,16.5508,9,7.550799999999999,45.62196389298402,Pending,5.0,No,No
50031,2026-05-12,1018,2012,8,Dishwashing Liquid,Cleaning,45,69.99,Free State,0.15,559.92,83.98799999999999,475.93199999999996,360,115.93199999999996,24.358942033735907,Completed,1.0,Yes,No
50032,2026-03-18,1007,2020,2,Microwave Oven,Electronics,1200,1799.99,KwaZulu-Natal,0.1,3599.98,359.99800000000005,3239.982,2400,839.982,25.925514401005934,Completed,,No,No
50033,2025-09-25,1010,2018,12,LED Television,Electronics,3800,5499.99,Free State,0.1,65999.88,6599.988000000001,59399.89200000001,45600,13799.892000000007,23.232183654475342,Completed,6.0,No,No
50034,2026-05-25,1007,2014,10,Toilet Paper,Household,70,109.99,KwaZulu-Natal,0.15,1099.8999999999999,164.98499999999999,934.9149999999998,700,234.91499999999985,25.126883192589688,Cancelled,3.0,Yes,No
50035,2026-01-21,1033,2002,11,Full Cream Milk,Dairy,15,24.5,Eastern Cape,0.1,269.5,26.950000000000003,242.55,165,77.55000000000001,31.97278911564626,Pending,3.0,Yes,No
50036,2026-01-22,1023,2009,9,Breakfast Cereal,Groceries,55,89.99,Eastern Cape,0.15,809.91,121.48649999999999,688.4235,495,193.4235,28.09658589516482,Pending,1.0,Yes,No
50037,2025-04-23,1021,2005,7,Laundry Powder,Cleaning,100,145.0,Western Cape,0.08,1015.0,81.2,933.8,700,233.79999999999995,25.03748125937031,Cancelled,3.0,Yes,No
50038,2025-03-22,1019,2020,6,Microwave Oven,Electronics,1200,1799.99,Gauteng,0.15,10799.94,1619.991,9179.949,7200,1979.9490000000005,21.568191718712168,Cancelled,4.0,No,No
50039,2025-04-23,1048,2001,1,White Bread,Bakery,10,18.99,Free State,0.03,18.99,0.5697,18.420299999999997,10,8.420299999999997,45.71206766447886,Completed,1.0,Yes,No
50040,2025-01-02,1019,2003,1,Rice 10kg,Groceries,120,179.99,Gauteng,0.0,179.99,0.0,179.99,120,59.99000000000001,33.32962942385688,Pending,2.0,Yes,No
50041,2025-08-08,1036,2006,2,Chocolate Bar,Snacks,9,17.99,Free State,0.08,35.98,2.8783999999999996,33.1016,18,15.101599999999998,45.62196389298402,Cancelled,6.0,No,No
50042,2025-08-13,1029,2005,6,Laundry Powder,Cleaning,100,145.0,Eastern Cape,0.08,870.0,69.60000000000001,800.4,600,200.39999999999998,25.037481259370313,Completed,2.0,Yes,No
50043,2026-01-20,1018,2005,6,Laundry Powder,Cleaning,100,145.0,Free State,0.08,870.0,69.60000000000001,800.4,600,200.39999999999998,25.037481259370313,Completed,2.0,Yes,No
50044,2026-02-07,1002,2001,2,White Bread,Bakery,10,18.99,Free State,0.05,37.98,1.899,36.080999999999996,20,16.080999999999996,44.569163825836306,Pending,6.0,No,No
50045,2025-05-10,1001,2017,1,Beef Mince 1kg,Fresh Produce,100,159.99,Eastern Cape,0.08,159.99,12.7992,147.1908,100,47.190799999999996,32.060971202004474,Cancelled,4.0,No,No
50046,2025-02-22,1047,2019,10,Bluetooth Speaker,Electronics,500,799.99,Western Cape,0.0,7999.9,0.0,7999.9,5000,2999.8999999999996,37.499218740234255,Completed,6.0,No,Yes
50047,2026-02-20,1005,2014,5,Toilet Paper,Household,70,109.99,Free State,0.03,549.9499999999999,16.498499999999996,533.4514999999999,350,183.4514999999999,34.38953681824869,Completed,6.0,No,No
50048,2025-09-04,1020,2012,5,Dishwashing Liquid,Cleaning,45,69.99,Eastern Cape,0.05,349.95,17.4975,332.4525,225,107.45249999999999,32.32115866176371,Completed,6.0,No,No
50049,2026-03-15,1011,2010,2,Orange Juice,Beverages,25,44.99,Eastern Cape,0.05,89.98,4.4990000000000006,85.48100000000001,50,35.48100000000001,41.50746949614535,Completed,5.0,No,No
50050,2025-07-22,1042,2020,6,Microwave Oven,Electronics,1200,1799.99,Gauteng,0.0,10799.94,0.0,10799.94,7200,3599.9400000000005,33.33296296090534,Pending,4.0,No,No
50051,2025-07-03,1002,2018,9,LED Television,Electronics,3800,5499.99,Free State,0.0,49499.909999999996,0.0,49499.909999999996,34200,15299.909999999996,30.908965289027794,Completed,3.0,Yes,No
50052,2025-05-03,1003,2011,2,Potato Chips,Snacks,12,24.99,KwaZulu-Natal,0.05,49.98,2.499,47.480999999999995,24,23.480999999999995,49.453465596765014,Completed,3.0,Yes,No
50053,2026-02-05,1023,2002,10,Full Cream Milk,Dairy,15,24.5,Eastern Cape,0.05,245.0,12.25,232.75,150,82.75,35.5531686358754,Cancelled,3.0,Yes,No
50054,2025-10-21,1012,2018,2,LED Television,Electronics,3800,5499.99,KwaZulu-Natal,0.0,10999.98,0.0,10999.98,7600,3399.9799999999996,30.908965289027794,Completed,1.0,Yes,No
50055,2025-10-07,1020,2007,3,Cooking Oil 2L,Groceries,80,119.99,Eastern Cape,0.08,359.96999999999997,28.7976,331.1724,240,91.17239999999998,27.53019273345242,Completed,3.0,Yes,No
50056,2025-07-17,1005,2015,7,Cheese 500g,Dairy,55,84.99,Free State,0.05,594.93,29.746499999999997,565.1835,385,180.18349999999998,31.880530836445153,Completed,4.0,No,No
50057,2026-05-26,1037,2011,6,Potato Chips,Snacks,12,24.99,KwaZulu-Natal,0.0,149.94,0.0,149.94,72,77.94,51.980792316926774,Completed,2.0,Yes,No
50058,2025-05-24,1038,2018,12,LED Television,Electronics,3800,5499.99,Free State,0.0,65999.88,0.0,65999.88,45600,20399.880000000005,30.9089652890278,Completed,5.0,No,No
50059,2025-07-20,1030,2012,8,Dishwashing Liquid,Cleaning,45,69.99,Eastern Cape,0.05,559.92,27.996,531.924,360,171.92399999999998,32.32115866176371,Completed,2.0,Yes,No
50060,2025-05-04,1009,2006,8,Chocolate Bar,Snacks,9,17.99,KwaZulu-Natal,0.15,143.92,21.587999999999997,122.332,72,50.331999999999994,41.14377268417094,Completed,2.0,Yes,No
50061,2025-07-06,1034,2020,6,Microwave Oven,Electronics,1200,1799.99,Gauteng,0.0,10799.94,0.0,10799.94,7200,3599.9400000000005,33.33296296090534,Completed,2.0,Yes,No
50062,2025-11-22,1044,2013,12,Shampoo,Personal Care,65,99.99,Western Cape,0.05,1199.8799999999999,59.994,1139.886,780,359.88599999999997,31.57210457887894,Completed,5.0,No,No
50063,2026-04-09,1035,2020,11,Microwave Oven,Electronics,1200,1799.99,KwaZulu-Natal,0.1,19799.89,1979.989,17819.900999999998,13200,4619.900999999998,25.925514401005923,Completed,3.0,Yes,No
50064,2025-12-15,1022,2016,10,Chicken 2kg,Fresh Produce,85,129.99,Free State,0.15,1299.9,194.985,1104.915,850,254.91499999999996,23.07100546195861,Completed,2.0,Yes,No
50065,2026-02-07,1044,2018,3,LED Television,Electronics,3800,5499.99,Western Cape,0.1,16499.97,1649.9970000000003,14849.973000000002,11400,3449.973000000002,23.232183654475342,Pending,5.0,No,No
50066,2025-12-12,1024,2010,3,Orange Juice,Beverages,25,44.99,Gauteng,0.0,134.97,0.0,134.97,75,59.97,44.432096021338076,Cancelled,5.0,No,No
50067,2026-05-26,1017,2008,1,Instant Coffee,Beverages,90,139.99,Eastern Cape,0.03,139.99,4.1997,135.7903,90,45.7903,33.721333556226035,Cancelled,3.0,Yes,No
50068,2025-05-27,1010,2018,7,LED Television,Electronics,3800,5499.99,Free State,0.05,38499.93,1924.9965000000002,36574.9335,26600,9974.9335,27.272595041081892,Completed,5.0,No,No
50069,2025-05-28,1030,2001,5,White Bread,Bakery,10,18.99,Eastern Cape,0.05,94.94999999999999,4.7475,90.20249999999999,50,40.202499999999986,44.569163825836306,Cancelled,3.0,Yes,No
50070,2026-05-04,1046,2008,4,Instant Coffee,Beverages,90,139.99,Gauteng,0.05,559.96,27.998000000000005,531.962,360,171.962,32.32599321004132,Completed,2.0,Yes,No
50071,2025-12-04,1023,2006,10,Chocolate Bar,Snacks,9,17.99,Eastern Cape,0.15,179.89999999999998,26.984999999999996,152.915,90,62.91499999999999,41.14377268417094,Completed,5.0,No,No
50072,2026-04-18,1032,2005,4,Laundry Powder,Cleaning,100,145.0,Eastern Cape,0.0,580.0,0.0,580.0,400,180.0,31.03448275862069,Cancelled,1.0,Yes,No
50073,2025-05-31,1017,2015,4,Cheese 500g,Dairy,55,84.99,Eastern Cape,0.08,339.96,27.1968,312.7632,220,92.76319999999998,29.659243798503145,Completed,5.0,No,No
50074,2026-02-19,1050,2015,6,Cheese 500g,Dairy,55,84.99,Eastern Cape,0.05,509.93999999999994,25.497,484.4429999999999,330,154.44299999999993,31.880530836445143,Pending,2.0,Yes,No
50075,2025-10-25,1017,2002,8,Full Cream Milk,Dairy,15,24.5,Eastern Cape,0.05,196.0,9.8,186.2,120,66.19999999999999,35.5531686358754,Completed,2.0,Yes,No
50076,2025-09-20,1014,2001,8,White Bread,Bakery,10,18.99,Western Cape,0.05,151.92,7.596,144.32399999999998,80,64.32399999999998,44.569163825836306,Completed,2.0,Yes,No
50077,2025-05-24,1009,2011,5,Potato Chips,Snacks,12,24.99,KwaZulu-Natal,0.03,124.94999999999999,3.7484999999999995,121.2015,60,61.201499999999996,50.495662182398725,Completed,5.0,No,No
50078,2025-12-12,1040,2010,6,Orange Juice,Beverages,25,44.99,Western Cape,0.03,269.94,8.0982,261.8418,150,111.84179999999998,42.71350105292584,Completed,3.0,Yes,No
50079,2025-01-02,1002,2018,4,LED Television,Electronics,3800,5499.99,Free State,0.05,21999.96,1099.998,20899.962,15200,5699.9619999999995,27.272595041081892,Completed,2.0,Yes,No
50080,2025-10-31,1045,2018,12,LED Television,Electronics,3800,5499.99,Western Cape,0.15,65999.88,9899.982,56099.898,45600,10499.898000000001,18.71642975179741,Completed,4.0,No,No
50081,2025-09-11,1025,2017,11,Beef Mince 1kg,Fresh Produce,100,159.99,Gauteng,0.1,1759.89,175.98900000000003,1583.901,1100,483.90100000000007,30.551215006493464,Cancelled,4.0,No,No
50082,2026-03-29,1039,2008,9,Instant Coffee,Beverages,90,139.99,Gauteng,0.15,1259.91,188.9865,1070.9235,810,260.9235000000001,24.364345352399127,Completed,4.0,No,No
50083,2025-02-06,1009,2015,8,Cheese 500g,Dairy,55,84.99,KwaZulu-Natal,0.15,679.92,101.98799999999999,577.932,440,137.93200000000002,23.866475640732823,Completed,3.0,Yes,No
50084,2025-06-09,1022,2008,10,Instant Coffee,Beverages,90,139.99,Free State,0.15,1399.9,209.985,1189.915,900,289.91499999999996,24.36434535239912,Completed,3.0,Yes,No
50085,2025-01-09,1043,2017,12,Beef Mince 1kg,Fresh Produce,100,159.99,Eastern Cape,0.1,1919.88,191.98800000000003,1727.892,1200,527.892,30.551215006493464,Completed,6.0,No,No
50086,2025-08-21,1046,2012,10,Dishwashing Liquid,Cleaning,45,69.99,Gauteng,0.05,699.9,34.995,664.905,450,214.90499999999997,32.32115866176371,Completed,1.0,Yes,No
50087,2025-04-09,1004,2008,1,Instant Coffee,Beverages,90,139.99,Free State,0.08,139.99,11.199200000000001,128.79080000000002,90,38.79080000000002,30.119232119064414,Completed,1.0,Yes,No
50088,2025-07-27,1026,2014,2,Toilet Paper,Household,70,109.99,KwaZulu-Natal,0.03,219.98,6.599399999999999,213.3806,140,73.38059999999999,34.3895368182487,Completed,2.0,Yes,No
50089,2025-05-11,1029,2004,9,Coca-Cola 2L,Beverages,17,26.99,Eastern Cape,,242.91,12.1455,230.7645,153,77.7645,33.69864082213685,Completed,2.0,Yes,No
50090,2026-02-08,1045,2001,8,White Bread,Bakery,10,18.99,Western Cape,0.15,151.92,22.787999999999997,129.132,80,49.132000000000005,38.04788898181706,Pending,5.0,No,No
50091,2025-06-01,1034,2001,3,White Bread,Bakery,10,18.99,Gauteng,0.05,56.97,2.8485,54.1215,30,24.121499999999997,44.56916382583631,Pending,4.0,No,No
50092,2025-02-23,1023,2019,8,Bluetooth Speaker,Electronics,500,799.99,Eastern Cape,0.1,6399.92,639.9920000000001,5759.928,4000,1759.9279999999999,30.554687489149167,Completed,5.0,No,No
50093,2025-04-30,1037,2016,12,Chicken 2kg,Fresh Produce,85,129.99,KwaZulu-Natal,0.05,1559.88,77.99400000000001,1481.8860000000002,1020,461.8860000000002,31.16879436069982,Cancelled,6.0,No,No
50094,2026-02-24,1011,2014,1,Toilet Paper,Household,70,109.99,Eastern Cape,0.03,109.99,3.2996999999999996,106.6903,70,36.69029999999999,34.3895368182487,Completed,4.0,No,No
50095,2026-02-26,1006,2016,10,Chicken 2kg,Fresh Produce,85,129.99,Western Cape,0.05,1299.9,64.995,1234.9050000000002,850,384.9050000000002,31.16879436069982,Completed,2.0,Yes,No
50096,2025-04-14,1018,2005,4,Laundry Powder,Cleaning,100,145.0,Free State,0.05,580.0,29.0,551.0,400,151.0,27.404718693284934,Completed,2.0,Yes,No
50097,2025-09-11,1021,2009,3,Breakfast Cereal,Groceries,55,89.99,Western Cape,0.08,269.96999999999997,21.597599999999996,248.37239999999997,165,83.37239999999997,33.567497837924016,Pending,3.0,Yes,No
50098,2025-08-15,1042,2002,6,Full Cream Milk,Dairy,15,24.5,Gauteng,0.03,147.0,4.41,142.59,90,52.59,36.88196928255839,Completed,5.0,No,No
50099,2025-04-22,1036,2018,7,LED Television,Electronics,3800,5499.99,Free State,0.05,38499.93,1924.9965000000002,36574.9335,26600,9974.9335,27.272595041081892,Completed,3.0,Yes,No
50100,2026-05-25,1041,2006,4,Chocolate Bar,Snacks,9,17.99,Eastern Cape,0.05,71.96,3.598,68.362,36,32.361999999999995,47.339165033205575,Cancelled,3.0,Yes,No
50101,2026-04-18,1038,2009,7,Breakfast Cereal,Groceries,55,89.99,Free State,0.08,629.93,50.3944,579.5355999999999,385,194.53559999999993,33.567497837924016,Completed,3.0,Yes,No
50102,2025-04-09,1034,2001,9,White Bread,Bakery,10,18.99,Gauteng,0.05,170.91,8.5455,162.3645,90,72.36449999999999,44.56916382583631,Completed,2.0,Yes,No
50103,2025-06-02,1017,2009,11,Breakfast Cereal,Groceries,55,89.99,Eastern Cape,0.1,989.89,98.989,890.901,605,285.90099999999995,32.09122001210011,Cancelled,1.0,Yes,No
50104,2025-12-04,1037,2016,2,Chicken 2kg,Fresh Produce,85,129.99,KwaZulu-Natal,0.08,259.98,20.7984,239.1816,170,69.1816,28.924298524635677,Completed,2.0,Yes,No
50105,2025-06-12,1025,2013,11,Shampoo,Personal Care,65,99.99,Gauteng,0.05,1099.8899999999999,54.994499999999995,1044.8954999999999,715,329.89549999999986,31.57210457887893,Cancelled,3.0,Yes,No
50106,2025-06-10,1038,2009,3,Breakfast Cereal,Groceries,55,89.99,Free State,0.08,269.96999999999997,21.597599999999996,248.37239999999997,165,83.37239999999997,33.567497837924016,Completed,2.0,Yes,No
50107,2026-02-02,1012,2013,5,Shampoo,Personal Care,65,99.99,KwaZulu-Natal,0.08,499.95,39.996,459.954,325,134.954,29.340760162972817,Completed,3.0,Yes,No
50108,2025-10-04,1023,2009,3,Breakfast Cereal,Groceries,55,89.99,Eastern Cape,0.05,269.96999999999997,13.4985,256.4715,165,91.47149999999999,35.665366327252734,Cancelled,3.0,Yes,No
50109,2026-05-19,1042,2011,11,Potato Chips,Snacks,12,24.99,Gauteng,0.15,274.89,41.2335,233.6565,132,101.6565,43.50681449050208,Completed,4.0,No,No
50110,2026-01-27,1022,2004,8,Coca-Cola 2L,Beverages,17,26.99,Free State,0.1,215.92,21.592,194.32799999999997,136,58.327999999999975,30.015231978922223,Completed,1.0,Yes,No
50111,2025-05-15,1021,2002,12,Full Cream Milk,Dairy,15,24.5,Western Cape,0.1,294.0,29.400000000000002,264.6,180,84.60000000000002,31.972789115646265,Completed,3.0,Yes,No
50112,2025-07-14,1027,2006,10,Chocolate Bar,Snacks,9,17.99,KwaZulu-Natal,0.15,179.89999999999998,26.984999999999996,152.915,90,62.91499999999999,41.14377268417094,Completed,2.0,Yes,No
50113,2026-02-05,1031,2014,8,Toilet Paper,Household,70,109.99,KwaZulu-Natal,0.15,879.92,131.988,747.932,560,187.93200000000002,25.1268831925897,Completed,2.0,Yes,No
50114,2025-02-02,1006,2004,8,Coca-Cola 2L,Beverages,17,26.99,Western Cape,0.05,215.92,10.796,205.124,136,69.124,33.69864082213685,Completed,2.0,Yes,No
50115,2026-04-05,1027,2006,12,Chocolate Bar,Snacks,9,17.99,KwaZulu-Natal,0.05,215.88,10.794,205.08599999999998,108,97.08599999999998,47.339165033205575,Completed,5.0,No,No
50116,2026-04-15,1040,2019,12,Bluetooth Speaker,Electronics,500,799.99,Western Cape,0.15,9599.880000000001,1439.9820000000002,8159.898000000001,6000,2159.898000000001,26.469669106157955,Pending,2.0,Yes,No
50117,2026-01-10,1034,2006,9,Chocolate Bar,Snacks,9,17.99,Gauteng,0.15,161.91,24.2865,137.6235,81,56.62350000000001,41.14377268417095,Pending,6.0,No,No
50118,2025-01-22,1012,2002,4,Full Cream Milk,Dairy,15,24.5,KwaZulu-Natal,0.08,98.0,7.84,90.16,60,30.159999999999997,33.451641526175685,Cancelled,6.0,No,No
50119,2025-02-07,1045,2018,5,LED Television,Electronics,3800,5499.99,Western Cape,0.0,27499.949999999997,0.0,27499.949999999997,19000,8499.949999999997,30.90896528902779,Pending,4.0,No,No
50120,2025-08-18,1007,2013,5,Shampoo,Personal Care,65,99.99,KwaZulu-Natal,0.05,499.95,24.997500000000002,474.9525,325,149.9525,31.57210457887894,Completed,3.0,Yes,Yes
50121,2025-12-31,1010,2009,8,Breakfast Cereal,Groceries,55,89.99,Free State,0.15,719.92,107.98799999999999,611.932,440,171.93200000000002,28.09658589516482,Cancelled,4.0,No,No
50122,2026-03-14,1045,2019,7,Bluetooth Speaker,Electronics,500,799.99,Western Cape,0.05,5599.93,279.9965,5319.9335,3500,1819.9335,34.20970393708869,Completed,5.0,No,No
50123,2025-10-10,1017,2013,9,Shampoo,Personal Care,65,99.99,Eastern Cape,0.1,899.91,89.991,809.919,585,224.91899999999998,27.7705548332611,Completed,3.0,Yes,No
50124,2025-01-27,1026,2011,8,Potato Chips,Snacks,12,24.99,KwaZulu-Natal,0.05,199.92,9.996,189.92399999999998,96,93.92399999999998,49.453465596765014,Completed,4.0,No,Yes
50125,2025-08-14,1021,2001,2,White Bread,Bakery,10,18.99,Western Cape,0.08,37.98,3.0383999999999998,34.941599999999994,20,14.941599999999994,42.76163655928749,Completed,4.0,No,No
50126,2025-10-04,1028,2007,10,Cooking Oil 2L,Groceries,80,119.99,Western Cape,0.1,1199.8999999999999,119.99,1079.9099999999999,800,279.90999999999985,25.919752571973582,Completed,6.0,No,No
50127,2025-10-11,1046,2015,12,Cheese 500g,Dairy,55,84.99,Gauteng,0.15,1019.8799999999999,152.98199999999997,866.8979999999999,660,206.8979999999999,23.866475640732812,Cancelled,3.0,Yes,No
50128,2026-04-26,1002,2001,4,White Bread,Bakery,10,18.99,Free State,0.08,75.96,6.0767999999999995,69.88319999999999,40,29.883199999999988,42.76163655928749,Completed,6.0,No,No
50129,2026-03-29,1043,2012,6,Dishwashing Liquid,Cleaning,45,69.99,Eastern Cape,0.08,419.93999999999994,33.5952,386.34479999999996,270,116.34479999999996,30.11423992247339,Completed,2.0,Yes,No
50130,2026-05-31,1001,2007,12,Cooking Oil 2L,Groceries,80,119.99,Eastern Cape,0.05,1439.8799999999999,71.994,1367.886,960,407.88599999999997,29.818712962922344,Completed,3.0,Yes,No
50131,2025-07-11,1036,2015,2,Cheese 500g,Dairy,55,84.99,Free State,0.05,169.98,8.499,161.481,110,51.480999999999995,31.880530836445153,Completed,3.0,Yes,No
50132,2025-02-18,1026,2019,7,Bluetooth Speaker,Electronics,500,799.99,KwaZulu-Natal,0.1,5599.93,559.993,5039.937,3500,1539.937,30.554687489149167,Completed,4.0,No,No
50133,2026-05-27,1029,2001,3,White Bread,Bakery,10,18.99,Eastern Cape,0.0,56.97,0.0,56.97,30,26.97,47.34070563454449,Completed,6.0,No,No
50134,2025-01-17,1021,2017,3,Beef Mince 1kg,Fresh Produce,100,159.99,Western Cape,0.08,479.97,38.397600000000004,441.5724,300,141.57240000000002,32.060971202004474,Pending,3.0,Yes,No
50135,2025-06-21,1011,2017,11,Beef Mince 1kg,Fresh Produce,100,159.99,Eastern Cape,0.05,1759.89,87.99450000000002,1671.8955,1100,571.8955000000001,34.20641421667802,Completed,5.0,No,No
50136,2025-08-08,1040,2003,2,Rice 10kg,Groceries,120,179.99,Western Cape,0.0,359.98,0.0,359.98,240,119.98000000000002,33.32962942385688,Completed,5.0,No,No
50137,2025-06-07,1011,2012,11,Dishwashing Liquid,Cleaning,45,69.99,Eastern Cape,0.1,769.89,76.989,692.901,495,197.90099999999995,28.561223031861687,Cancelled,4.0,No,No
50138,2026-04-22,1036,2006,8,Chocolate Bar,Snacks,9,17.99,Free State,0.1,143.92,14.392,129.528,72,57.52799999999999,44.41356309060589,Completed,3.0,Yes,No
50139,2025-02-15,1049,2011,6,Potato Chips,Snacks,12,24.99,Western Cape,0.0,149.94,0.0,149.94,72,77.94,51.980792316926774,Completed,2.0,Yes,No
50140,2026-01-08,1039,2003,1,Rice 10kg,Groceries,120,179.99,Gauteng,0.03,179.99,5.3997,174.5903,120,54.59030000000001,31.26765919985246,Completed,6.0,No,No
50141,2026-06-02,1040,2008,12,Instant Coffee,Beverages,90,139.99,Western Cape,0.05,1679.88,83.99400000000001,1595.8860000000002,1080,515.8860000000002,32.325993210041325,Completed,3.0,Yes,No
50142,2025-04-09,1035,2014,1,Toilet Paper,Household,70,109.99,KwaZulu-Natal,0.08,109.99,8.799199999999999,101.1908,70,31.190799999999996,30.82375077576222,Completed,1.0,Yes,No
